user_genome	original_user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_016707365.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ANI		GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 79.55, 0.41; GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 79.55, 0.39; GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 79.52, 0.26; GCA_902825795.1, s__PHOS-HE28 sp902825795, 95.0, 79.43, 0.25; GCA_902826215.1, s__PHOS-HE28 sp902826215, 95.0, 79.27, 0.23; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 79.03, 0.27; GCA_002342985.1, s__PHOS-HE28 sp002342985, 95.0, 78.94, 0.29; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 78.6, 0.24; GCA_002396605.1, s__PHOS-HE28 sp002396605, 95.0, 77.83, 0.25	86.64	11	0.947229447	
GCA_016707385.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp002396605	GCA_002396605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp002396605	99.6	0.96	GCA_002396605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp002396605	99.6	0.96	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 78.59, 0.34; GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 78.5, 0.32; GCA_002342985.1, s__PHOS-HE28 sp002342985, 95.0, 78.33, 0.28; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 78.05, 0.21; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 77.99, 0.21; GCA_902826215.1, s__PHOS-HE28 sp902826215, 95.0, 77.98, 0.21; GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 77.92, 0.25; GCA_902825795.1, s__PHOS-HE28 sp902825795, 95.0, 77.53, 0.18	95.29	11		
GCA_016707395.1		d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__UBA2330;s__						GCA_002344965.1	95.0	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__UBA2330;s__UBA2330 sp002344965	76.3	0.22	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__;s__	taxonomic classification defined by topology and ANI			91.76	11	0.86333362	
GCA_016707425.1		d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	taxonomic classification fully defined by topology			92.44	11	0.870976227	
GCA_016707445.1		d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__						GCA_001724995.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__Rubrivivax sp001724995	81.61	0.62	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	taxonomic classification defined by topology and ANI		GCA_903914615.1, s__Rubrivivax sp903914615, 95.0, 81.53, 0.48; GCA_013822265.1, s__Rubrivivax sp013822265, 95.0, 81.41, 0.54; GCF_000190375.1, s__Rubrivivax benzoatilyticus, 95.0, 81.37, 0.56; GCA_001725505.1, s__Rubrivivax sp001725505, 95.0, 81.27, 0.55; GCA_903828235.1, s__Rubrivivax sp903828235, 95.0, 81.19, 0.51; GCF_004016515.1, s__Rubrivivax albus, 95.0, 81.19, 0.48; GCF_000284255.1, s__Rubrivivax gelatinosus_A, 95.0, 81.1, 0.44; GCF_004016505.1, s__Rubrivivax sp004016505, 95.0, 81.01, 0.46; GCA_011391855.1, s__Rubrivivax sp011391855, 95.0, 80.98, 0.53; GCF_004340905.1, s__Rubrivivax gelatinosus, 95.0, 80.87, 0.46; GCF_001295905.1, s__Rubrivivax sp001295905, 95.0, 80.75, 0.46; GCA_903938815.1, s__Rubrivivax sp903938815, 95.0, 80.7, 0.44; GCF_001295865.1, s__Rubrivivax sp001295865, 95.0, 80.61, 0.48; GCA_903822435.1, s__Rubrivivax sp903822435, 95.0, 80.29, 0.41; GCA_011525985.1, s__Rubrivivax sp011525985, 95.0, 79.96, 0.62; GCA_001464055.1, s__Rubrivivax sp001464055, 95.0, 79.86, 0.4; GCA_903885585.1, s__Rubrivivax sp903885585, 95.0, 79.24, 0.34; GCA_903876715.1, s__Rubrivivax sp903876715, 95.0, 79.21, 0.35; GCA_903834645.1, s__Rubrivivax sp903834645, 95.0, 78.6, 0.45; GCA_009923895.1, s__Rubrivivax sp009923895, 95.0, 77.83, 0.24	90.79	11	0.963591854	
GCA_016707455.1		d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__	taxonomic classification fully defined by topology			94.9	11	0.786995921	
GCA_016707465.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ANI		GCA_002396605.1, s__PHOS-HE28 sp002396605, 95.0, 79.01, 0.08; GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 77.14, 0.12; GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 77.14, 0.05; GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 77.11, 0.05; GCA_902826215.1, s__PHOS-HE28 sp902826215, 95.0, 76.99, 0.14; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 76.74, 0.11; GCA_902825795.1, s__PHOS-HE28 sp902825795, 95.0, 76.74, 0.07; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 76.52, 0.09; GCA_002342985.1, s__PHOS-HE28 sp002342985, 95.0, 76.41, 0.07	95.51	11	0.948727581	
GCA_016707485.1		d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__						GCA_001899855.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__Dokdonella sp001899855	93.5	0.85	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__	taxonomic classification defined by topology and ANI		GCF_900115085.1, s__Dokdonella immobilis, 95.0, 81.01, 0.62; GCA_002483055.1, s__Dokdonella sp002483055, 95.0, 79.26, 0.32; GCA_004295005.1, s__Dokdonella sp004295005, 95.0, 79.24, 0.46; GCF_001632775.1, s__Dokdonella koreensis, 95.0, 78.56, 0.35; GCA_003241385.1, s__Dokdonella denitrificans_A, 95.0, 78.51, 0.39	98.37	11	0.994571326	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_016707525.1		d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__;s__											d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__;s__	taxonomic novelty determined using RED			95.04	11	0.882156917	
GCA_016707545.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__						GCA_013140975.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__UBA3362 sp013140975	75.62	0.06	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__	taxonomic classification defined by topology and ANI		GCA_002360455.1, s__UBA3362 sp002360455, 95.0, 76.14, 0.06	93.35	11	0.90763333	
GCA_016707555.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__						GCA_002360455.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__UBA3362 sp002360455	76.27	0.06	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__	taxonomic classification defined by topology and ANI		GCA_013140975.1, s__UBA3362 sp013140975, 95.0, 75.72, 0.05	76.97	11	0.910370893	
GCA_016707585.1		d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium;s__						GCA_003538625.1	95.0	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium;s__Ignavibacterium sp003538625	79.91	0.45	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium;s__	taxonomic classification defined by topology and ANI		GCA_002050295.1, s__Ignavibacterium sp002050295, 95.0, 78.02, 0.33; GCA_013285425.1, s__Ignavibacterium sp900696555, 95.0, 77.83, 0.34; GCF_000258405.1, s__Ignavibacterium album, 95.0, 76.7, 0.21; GCA_011368355.1, s__Ignavibacterium album_A, 95.0, 76.7, 0.22; GCA_011329055.1, s__Ignavibacterium album_B, 95.0, 76.39, 0.21	93.03	11	0.944022729	
GCA_016707605.1		d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__Promineofilum;s__											d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__	taxonomic novelty determined using RED			87.12	11	0.945198245	
GCA_016707615.1		d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__FEN-1173;g__;s__						GCA_003158755.1	95.0	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__FEN-1173;g__FEN-1173;s__FEN-1173 sp003158755	76.41	0.07	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__;g__;s__	taxonomic classification defined by topology and ANI			90.53	11	0.791626819	
GCA_016707625.1		d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;s__	taxonomic classification defined by topology and ANI		GCF_006337105.1, s__Thermomonas sp006337105, 95.0, 87.35, 0.81; GCF_011302915.1, s__Thermomonas sp011302915, 95.0, 85.62, 0.77; GCF_014395425.1, s__Thermomonas brevis, 95.0, 84.66, 0.75; GCF_014396975.1, s__Thermomonas carbonis, 95.0, 84.63, 0.79; GCF_000423885.1, s__Thermomonas fusca, 95.0, 84.58, 0.74; GCF_004346265.1, s__Thermomonas haemolytica, 95.0, 84.25, 0.69; GCF_900129205.1, s__Thermomonas hydrothermalis, 95.0, 80.9, 0.57	96.29	11	0.973350603	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_016707665.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic novelty determined using RED			88.27	11	0.876410038	
GCA_016707685.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__2-12-FULL-35-15;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__2-12-FULL-35-15;g__;s__	taxonomic novelty determined using RED			77.7	11	0.866923781	
GCA_016707695.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__						GCA_013140975.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__UBA3362 sp013140975	75.56	0.05	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__	taxonomic classification defined by topology and ANI		GCA_002360455.1, s__UBA3362 sp002360455, 95.0, 75.89, 0.03	88.49	11	0.912431024	
GCA_016707705.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Cfx3-02;s__						GCA_013376995.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Cfx3-02;s__Cfx3-02 sp013376995	77.01	0.12	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__;s__	taxonomic classification defined by topology and ANI			92.85	11	0.938340871	
GCA_016707735.1		d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__CG2-30-64-16;f__SSC4;g__SSC4;s__						GCA_013693795.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__CG2-30-64-16;f__SSC4;g__SSC4;s__SSC4 sp013693795	76.97	0.2	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__CG2-30-64-16;f__;g__;s__	taxonomic classification defined by topology and ANI			89.38	11	0.856323096	
GCA_016707765.1		d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__CAINDZ01;s__											d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__;s__	taxonomic novelty determined using RED			88.21	11	0.939543319	
GCA_016707785.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Cfx3-02;s__						GCA_013376995.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Cfx3-02;s__Cfx3-02 sp013376995	77.12	0.12	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__;s__	taxonomic classification defined by topology and ANI			95.14	11	0.943785269	
GCA_016707795.1		d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__UBA5518 sp002396625	GCA_002396625.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__UBA5518 sp002396625	99.5	0.96	GCA_002396625.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__UBA5518 sp002396625	99.5	0.96	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903938575.1, s__UBA5518 sp903938575, 95.0, 77.29, 0.21; GCA_903928015.1, s__UBA5518 sp903928015, 95.0, 77.2, 0.2; GCA_903921135.1, s__UBA5518 sp903921135, 95.0, 77.08, 0.22	90.83	11		
GCA_016707825.1		d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix sp002473265	GCA_002473265.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix sp002473265	98.52	0.87	GCA_002473265.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix sp002473265	98.52	0.87	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000299415.1, s__Microthrix parvicella, 95.0, 81.5, 0.59	86.96	11		
GCA_016707835.1		d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__UBA10438 sp002426145	GCA_002426145.1	95.0	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__UBA10438 sp002426145	98.78	0.93	GCA_002426145.1	95.0	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__UBA10438 sp002426145	98.78	0.93	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903939735.1, s__UBA10438 sp903939735, 95.0, 78.13, 0.19; GCA_003488525.1, s__UBA10438 sp003488525, 95.0, 76.85, 0.14	88.76	11		
GCA_016707865.1		d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__GCA-2746795;s__						GCA_002746795.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__GCA-2746795;s__GCA-2746795 sp002746795	76.03	0.15	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__	taxonomic classification defined by topology and ANI			83.8	11	0.912823655	
GCA_016707885.1		d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__						GCF_003367235.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__Sphingorhabdus_B sp003367235	89.68	0.82	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__	taxonomic classification defined by topology and ANI		GCF_009768975.1, s__Sphingorhabdus_B lacus, 95.0, 78.35, 0.3; GCF_007280415.1, s__Sphingorhabdus_B contaminans, 95.0, 78.22, 0.26; GCA_013823985.1, s__Sphingorhabdus_B sp013823985, 95.0, 78.06, 0.3; GCA_002282385.1, s__Sphingorhabdus_B sp002282385, 95.0, 78.0, 0.28; GCF_014196595.1, s__Sphingorhabdus_B rigui, 95.0, 77.87, 0.25; GCF_009769755.1, s__Sphingorhabdus_B profundilacus, 95.0, 77.81, 0.28; GCA_002479765.1, s__Sphingorhabdus_B sp002479765, 95.0, 77.75, 0.28; GCA_013297725.1, s__Sphingorhabdus_B sp013297725, 95.0, 77.68, 0.3; GCA_002255985.1, s__Sphingorhabdus_B sp002255985, 95.0, 77.53, 0.2; GCF_003933235.1, s__Sphingorhabdus_B wooponensis, 95.0, 77.51, 0.23; GCA_001464315.1, s__Sphingorhabdus_B sp001464315, 95.0, 77.46, 0.26; GCA_002299895.1, s__Sphingorhabdus_B sp002299895, 95.0, 77.3, 0.25; GCA_002299195.1, s__Sphingorhabdus_B sp002299195, 95.0, 77.27, 0.29; GCA_002278855.1, s__Sphingorhabdus_B sp002278855, 95.0, 77.12, 0.23; GCA_903821685.1, s__Sphingorhabdus_B sp903821685, 95.0, 77.03, 0.22; GCF_001889025.1, s__Sphingorhabdus_B sp001889025, 95.0, 76.98, 0.05; GCA_903868245.1, s__Sphingorhabdus_B sp903868245, 95.0, 76.87, 0.26; GCA_012032285.1, s__Sphingorhabdus_B sp012032285, 95.0, 76.84, 0.15	97.82	11	0.994259962	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_016707895.1		d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__											d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__	taxonomic novelty determined using RED			93.33	11	0.894646731	
GCA_016707905.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__;s__	taxonomic novelty determined using RED			90.09	11	0.89206184	
GCA_016707915.1		d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__UBA2330;s__						GCA_002344965.1	95.0	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__UBA2330;s__UBA2330 sp002344965	76.4	0.21	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__;s__	taxonomic classification defined by topology and ANI			83.9	11	0.86255119	
GCA_016707955.1		d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Ahniellaceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Ahniellaceae;g__;s__	taxonomic classification fully defined by topology			95.1	11	0.857859451	
GCA_016707985.1		d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__UTPRO2;s__						GCA_002840845.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__UTPRO2;s__UTPRO2 sp002840845	85.29	0.69	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__UTPRO2;s__	taxonomic classification defined by topology and ANI		GCA_003105015.1, s__UTPRO2 sp003105015, 95.0, 88.61, 0.77; GCA_011526165.1, s__UTPRO2 sp011526165, 95.0, 87.92, 0.75; GCA_008933825.1, s__UTPRO2 sp008933825, 95.0, 87.19, 0.72; GCA_002066955.1, s__UTPRO2 sp002066955, 95.0, 86.63, 0.77	96.98	11	0.953542796	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_016707995.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	taxonomic novelty determined using RED			91.48	11	0.66910425	
GCA_016708015.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	ANI		GCA_903824785.1, s__LD21 sp903824785, 95.0, 78.06, 0.2; GCA_003141715.1, s__LD21 sp003141715, 95.0, 77.71, 0.18; GCA_003141495.1, s__LD21 sp003141495, 95.0, 77.63, 0.19; GCA_003141895.1, s__LD21 sp003141895, 95.0, 77.55, 0.18; GCA_003162595.1, s__LD21 sp003162595, 95.0, 77.46, 0.17; GCA_003142255.1, s__LD21 sp003142255, 95.0, 77.44, 0.12; GCA_903844815.1, s__LD21 sp903844815, 95.0, 77.42, 0.14; GCA_003141525.1, s__LD21 sp003141525, 95.0, 77.4, 0.18; GCA_002319885.1, s__LD21 sp002319885, 95.0, 77.31, 0.16; GCA_001768195.1, s__LD21 sp001768195, 95.0, 77.31, 0.14; GCA_003157015.1, s__LD21 sp003157015, 95.0, 77.27, 0.16; GCA_003141415.1, s__LD21 sp003141415, 95.0, 77.16, 0.18; GCA_003157075.1, s__LD21 sp003157075, 95.0, 76.89, 0.12; GCA_012729475.1, s__LD21 sp012729475, 95.0, 76.86, 0.08; GCA_003157055.1, s__LD21 sp003157055, 95.0, 76.78, 0.11; GCA_003501665.1, s__LD21 sp003501665, 95.0, 76.74, 0.06; GCA_003520925.1, s__LD21 sp003520925, 95.0, 76.59, 0.11; GCA_003152835.1, s__LD21 sp003152835, 95.0, 76.57, 0.12; GCA_002428385.1, s__LD21 sp002428385, 95.0, 76.4, 0.08; GCA_002328625.1, s__LD21 sp002328625, 95.0, 76.39, 0.08; GCA_012519515.1, s__LD21 sp012519515, 95.0, 76.36, 0.08; GCA_012517605.1, s__LD21 sp012517605, 95.0, 76.36, 0.1; GCA_009877105.1, s__LD21 sp009877105, 95.0, 76.34, 0.05; GCA_002424525.1, s__LD21 sp002424525, 95.0, 76.32, 0.08; GCA_002070505.1, s__LD21 sp002070505, 95.0, 76.27, 0.07; GCA_002319915.1, s__LD21 sp002319915, 95.0, 75.97, 0.06; GCA_003155705.1, s__LD21 sp003155705, 95.0, 75.93, 0.11; GCA_012522155.1, s__LD21 sp012522155, 95.0, 75.84, 0.06; GCA_013314865.1, s__LD21 sp013314865, 95.0, 75.75, 0.07	87.55	11	0.956044628	
GCA_016708025.1		d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__;s__						GCA_003105265.1	95.0	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__FEB-12;s__FEB-12 sp003105265	76.41	0.11	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__;s__	taxonomic classification defined by topology and ANI			92.61	11	0.848059135	
GCA_016708055.1		d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__ZC4RG30;s__						GCA_003242275.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__ZC4RG30;s__ZC4RG30 sp003242275	81.3	0.52	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__ZC4RG30;s__	taxonomic classification defined by topology and ANI		GCA_903868595.1, s__ZC4RG30 sp903868595, 95.0, 79.45, 0.39; GCA_903908825.1, s__ZC4RG30 sp903908825, 95.0, 77.62, 0.3	88.74	11	0.937047336	
