BGC,Accession ID,Description,Product Prediction,BiG-SCAPE class,Organism,Taxonomy,genome_id,group
CAISBR010000193.region001,CAISBR010000193,Uncultured myxococcales strain Ki3-D4_bin-362,arylpolyene,Others,Uncultured myxococcales,"Bacteria,Myxococcota,UBA9042,UBA9042,UBA9042,SXRM01,SXRM01 sp903883645",GCA_903883645,NCBI
CAISDX010000056.region001,CAISDX010000056,Uncultured myxococcales strain Ja_bin-0208,terpene,Terpene,Uncultured myxococcales,"Bacteria,Myxococcota,UBA9042,UBA9042,UBA9042,SXRM01,SXRM01 sp903883645",GCA_903884195,NCBI
CAISDX010000089.region001,CAISDX010000089,Uncultured myxococcales strain Ja_bin-0208,arylpolyene,Others,Uncultured myxococcales,"Bacteria,Myxococcota,UBA9042,UBA9042,UBA9042,SXRM01,SXRM01 sp903883645",GCA_903884195,NCBI
CAISGC010000020.region001,CAISGC010000020,Uncultured proteobacterium strain Erken-D8_bin-0291,RiPP-like,RiPPs,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903885375",GCA_903884795,NCBI
CAISGC010000031.region001,CAISGC010000031,Uncultured proteobacterium strain Erken-D8_bin-0291,T3PKS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903885375",GCA_903884795,NCBI
CAISGC010000048.region001,CAISGC010000048,Uncultured proteobacterium strain Erken-D8_bin-0291,terpene,Terpene,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903885375",GCA_903884795,NCBI
CAISGC010000097.region001,CAISGC010000097,Uncultured proteobacterium strain Erken-D8_bin-0291,hglE-KS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903885375",GCA_903884795,NCBI
CAISGC010000138.region001,CAISGC010000138,Uncultured proteobacterium strain Erken-D8_bin-0291,RiPP-like,RiPPs,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903885375",GCA_903884795,NCBI
CAISGC010000144.region001,CAISGC010000144,Uncultured proteobacterium strain Erken-D8_bin-0291,T3PKS.T1PKS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903885375",GCA_903884795,NCBI
CAISGC010000154.region001,CAISGC010000154,Uncultured proteobacterium strain Erken-D8_bin-0291,terpene.T3PKS,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903885375",GCA_903884795,NCBI
CAISGC010000201.region001,CAISGC010000201,Uncultured proteobacterium strain Erken-D8_bin-0291,T1PKS,PKSI,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903885375",GCA_903884795,NCBI
CAISIK010000083.region001,CAISIK010000083,Uncultured proteobacterium strain Erken-D10_bin-1051,hglE-KS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903885375",GCA_903885375,NCBI
CAISIK010000151.region001,CAISIK010000151,Uncultured proteobacterium strain Erken-D10_bin-1051,T3PKS.T1PKS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903885375",GCA_903885375,NCBI
CAISIK010000155.region001,CAISIK010000155,Uncultured proteobacterium strain Erken-D10_bin-1051,terpene.T3PKS,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903885375",GCA_903885375,NCBI
CAISIK010000160.region001,CAISIK010000160,Uncultured proteobacterium strain Erken-D10_bin-1051,T3PKS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903885375",GCA_903885375,NCBI
CAISIK010000163.region001,CAISIK010000163,Uncultured proteobacterium strain Erken-D10_bin-1051,RiPP-like,RiPPs,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903885375",GCA_903885375,NCBI
CAISIK010000192.region001,CAISIK010000192,Uncultured proteobacterium strain Erken-D10_bin-1051,RiPP-like,RiPPs,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903885375",GCA_903885375,NCBI
CAISIK010000218.region001,CAISIK010000218,Uncultured proteobacterium strain Erken-D10_bin-1051,terpene,Terpene,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903885375",GCA_903885375,NCBI
CAISIK010000223.region001,CAISIK010000223,Uncultured proteobacterium strain Erken-D10_bin-1051,T1PKS,PKSI,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903885375",GCA_903885375,NCBI
CAISIZ010000047.region001,CAISIZ010000047,Uncultured proteobacterium strain Umea1_bin-0181,terpene,Terpene,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903885495,NCBI
CAISIZ010000087.region001,CAISIZ010000087,Uncultured proteobacterium strain Umea1_bin-0181,T1PKS,PKSI,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903885495,NCBI
CAISIZ010000090.region001,CAISIZ010000090,Uncultured proteobacterium strain Umea1_bin-0181,NRPS-like,NRPS,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903885495,NCBI
CAISIZ010000135.region001,CAISIZ010000135,Uncultured proteobacterium strain Umea1_bin-0181,terpene,Terpene,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903885495,NCBI
CAISIZ010000145.region001,CAISIZ010000145,Uncultured proteobacterium strain Umea1_bin-0181,T1PKS,PKSI,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903885495,NCBI
CAISIZ010000158.region001,CAISIZ010000158,Uncultured proteobacterium strain Umea1_bin-0181,arylpolyene,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903885495,NCBI
CAISIZ010000182.region001,CAISIZ010000182,Uncultured proteobacterium strain Umea1_bin-0181,hglE-KS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903885495,NCBI
CAISIZ010000206.region001,CAISIZ010000206,Uncultured proteobacterium strain Umea1_bin-0181,T3PKS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903885495,NCBI
CAISIZ010000239.region001,CAISIZ010000239,Uncultured proteobacterium strain Umea1_bin-0181,arylpolyene,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903885495,NCBI
CAISIZ010000258.region001,CAISIZ010000258,Uncultured proteobacterium strain Umea1_bin-0181,arylpolyene,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903885495,NCBI
CAISIZ010000263.region001,CAISIZ010000263,Uncultured proteobacterium strain Umea1_bin-0181,RiPP-like,RiPPs,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903885495,NCBI
CAISIZ010000289.region001,CAISIZ010000289,Uncultured proteobacterium strain Umea1_bin-0181,T3PKS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903885495,NCBI
CAISIZ010000315.region001,CAISIZ010000315,Uncultured proteobacterium strain Umea1_bin-0181,arylpolyene,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903885495,NCBI
CAISIZ010000336.region001,CAISIZ010000336,Uncultured proteobacterium strain Umea1_bin-0181,arylpolyene,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903885495,NCBI
CAISIZ010000346.region001,CAISIZ010000346,Uncultured proteobacterium strain Umea1_bin-0181,hglE-KS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903885495,NCBI
CAISLP010000011.region001,CAISLP010000011,Uncultured proteobacterium strain Umea1p2_bin-1154,arylpolyene,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903886265,NCBI
CAISLP010000029.region001,CAISLP010000029,Uncultured proteobacterium strain Umea1p2_bin-1154,hglE-KS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903886265,NCBI
CAISLP010000046.region001,CAISLP010000046,Uncultured proteobacterium strain Umea1p2_bin-1154,terpene,Terpene,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903886265,NCBI
CAISLP010000069.region001,CAISLP010000069,Uncultured proteobacterium strain Umea1p2_bin-1154,arylpolyene,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903886265,NCBI
CAISLP010000083.region001,CAISLP010000083,Uncultured proteobacterium strain Umea1p2_bin-1154,T1PKS,PKSI,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903886265,NCBI
CAISLP010000148.region001,CAISLP010000148,Uncultured proteobacterium strain Umea1p2_bin-1154,terpene,Terpene,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903886265,NCBI
CAISLP010000174.region001,CAISLP010000174,Uncultured proteobacterium strain Umea1p2_bin-1154,arylpolyene,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903886265,NCBI
CAISLP010000190.region001,CAISLP010000190,Uncultured proteobacterium strain Umea1p2_bin-1154,arylpolyene,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903886265,NCBI
CAISLP010000200.region001,CAISLP010000200,Uncultured proteobacterium strain Umea1p2_bin-1154,T1PKS,PKSI,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903886265,NCBI
CAISLP010000239.region001,CAISLP010000239,Uncultured proteobacterium strain Umea1p2_bin-1154,T3PKS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903886265,NCBI
CAISLP010000266.region001,CAISLP010000266,Uncultured proteobacterium strain Umea1p2_bin-1154,RiPP-like,RiPPs,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903886265,NCBI
CAISLP010000304.region001,CAISLP010000304,Uncultured proteobacterium strain Umea1p2_bin-1154,hglE-KS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903886265,NCBI
CAISLP010000326.region001,CAISLP010000326,Uncultured proteobacterium strain Umea1p2_bin-1154,arylpolyene,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903886265,NCBI
CAISLP010000353.region001,CAISLP010000353,Uncultured proteobacterium strain Umea1p2_bin-1154,NRPS-like,NRPS,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903886265,NCBI
CAISLP010000359.region001,CAISLP010000359,Uncultured proteobacterium strain Umea1p2_bin-1154,T3PKS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903844155",GCA_903886265,NCBI
CAISPP010000167.region001,CAISPP010000167,Uncultured myxococcales strain Umea_bin-04856,terpene,Terpene,Uncultured myxococcales,"Bacteria,Myxococcota,UBA9042,UBA9042,UBA9042,CAIYBN01,CAIYBN01 sp903929795",GCA_903887475,NCBI
CAISPP010000352.region001,CAISPP010000352,Uncultured myxococcales strain Umea_bin-04856,RiPP-like,RiPPs,Uncultured myxococcales,"Bacteria,Myxococcota,UBA9042,UBA9042,UBA9042,CAIYBN01,CAIYBN01 sp903929795",GCA_903887475,NCBI
CAISQC010000017.region001,CAISQC010000017,Uncultured proteobacterium strain Day2-2_bin-152,arylpolyene,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903875225",GCA_903887525,NCBI
CAISQC010000103.region001,CAISQC010000103,Uncultured proteobacterium strain Day2-2_bin-152,terpene,Terpene,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903875225",GCA_903887525,NCBI
CAISQC010000168.region001,CAISQC010000168,Uncultured proteobacterium strain Day2-2_bin-152,hglE-KS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903875225",GCA_903887525,NCBI
CAISQC010000174.region001,CAISQC010000174,Uncultured proteobacterium strain Day2-2_bin-152,NRPS,NRPS,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903875225",GCA_903887525,NCBI
CAISQC010000187.region001,CAISQC010000187,Uncultured proteobacterium strain Day2-2_bin-152,T3PKS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903875225",GCA_903887525,NCBI
CAISQC010000191.region001,CAISQC010000191,Uncultured proteobacterium strain Day2-2_bin-152,resorcinol.arylpolyene,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903875225",GCA_903887525,NCBI
CAISQC010000206.region001,CAISQC010000206,Uncultured proteobacterium strain Day2-2_bin-152,arylpolyene,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903875225",GCA_903887525,NCBI
CAISQC010000208.region001,CAISQC010000208,Uncultured proteobacterium strain Day2-2_bin-152,T3PKS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903875225",GCA_903887525,NCBI
CAISQC010000222.region001,CAISQC010000222,Uncultured proteobacterium strain Day2-2_bin-152,arylpolyene,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903875225",GCA_903887525,NCBI
CAISQC010000247.region001,CAISQC010000247,Uncultured proteobacterium strain Day2-2_bin-152,T1PKS,PKSI,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903875225",GCA_903887525,NCBI
CAISQC010000283.region001,CAISQC010000283,Uncultured proteobacterium strain Day2-2_bin-152,arylpolyene,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAIUMM01,CAIUMM01 sp903875225",GCA_903887525,NCBI
CAISTZ010000009.region001,CAISTZ010000009,Uncultured anaeromyxobacter strain Ja_bin-1495,RRE-containing,RiPPs,Uncultured anaeromyxobacter,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,CAIOAK01,CAIOAK01 sp903904005",GCA_903888535,NCBI
CAISTZ010000015.region001,CAISTZ010000015,Uncultured anaeromyxobacter strain Ja_bin-1495,T3PKS,PKSother,Uncultured anaeromyxobacter,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,CAIOAK01,CAIOAK01 sp903904005",GCA_903888535,NCBI
CAISTZ010000025.region001,CAISTZ010000025,Uncultured anaeromyxobacter strain Ja_bin-1495,T3PKS,PKSother,Uncultured anaeromyxobacter,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,CAIOAK01,CAIOAK01 sp903904005",GCA_903888535,NCBI
CAISTZ010000085.region001,CAISTZ010000085,Uncultured anaeromyxobacter strain Ja_bin-1495,RRE-containing,RiPPs,Uncultured anaeromyxobacter,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,CAIOAK01,CAIOAK01 sp903904005",GCA_903888535,NCBI
CAISTZ010000102.region001,CAISTZ010000102,Uncultured anaeromyxobacter strain Ja_bin-1495,RRE-containing,RiPPs,Uncultured anaeromyxobacter,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,CAIOAK01,CAIOAK01 sp903904005",GCA_903888535,NCBI
CAISTZ010000159.region001,CAISTZ010000159,Uncultured anaeromyxobacter strain Ja_bin-1495,arylpolyene,Others,Uncultured anaeromyxobacter,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,CAIOAK01,CAIOAK01 sp903904005",GCA_903888535,NCBI
CAISTZ010000239.region001,CAISTZ010000239,Uncultured anaeromyxobacter strain Ja_bin-1495,betalactone,Others,Uncultured anaeromyxobacter,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,CAIOAK01,CAIOAK01 sp903904005",GCA_903888535,NCBI
CAISTZ010000294.region001,CAISTZ010000294,Uncultured anaeromyxobacter strain Ja_bin-1495,ranthipeptide,RiPPs,Uncultured anaeromyxobacter,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,CAIOAK01,CAIOAK01 sp903904005",GCA_903888535,NCBI
CAISTZ010000297.region001,CAISTZ010000297,Uncultured anaeromyxobacter strain Ja_bin-1495,RiPP-like,RiPPs,Uncultured anaeromyxobacter,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,CAIOAK01,CAIOAK01 sp903904005",GCA_903888535,NCBI
CAITDR010000121.region001,CAITDR010000121,Uncultured proteobacterium strain ErkenSummer_bin-5044,T3PKS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAITDR01,CAITDR01 sp903891165",GCA_903891165,NCBI
CAITDR010000156.region001,CAITDR010000156,Uncultured proteobacterium strain ErkenSummer_bin-5044,NRPS-like,NRPS,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAITDR01,CAITDR01 sp903891165",GCA_903891165,NCBI
CAITDR010000165.region001,CAITDR010000165,Uncultured proteobacterium strain ErkenSummer_bin-5044,NRPS-like.T1PKS,PKS-NRP_Hybrids,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAITDR01,CAITDR01 sp903891165",GCA_903891165,NCBI
CAITDR010000193.region001,CAITDR010000193,Uncultured proteobacterium strain ErkenSummer_bin-5044,arylpolyene,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAITDR01,CAITDR01 sp903891165",GCA_903891165,NCBI
CAITDR010000270.region001,CAITDR010000270,Uncultured proteobacterium strain ErkenSummer_bin-5044,T1PKS,PKSI,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAITDR01,CAITDR01 sp903891165",GCA_903891165,NCBI
CAITDR010000285.region001,CAITDR010000285,Uncultured proteobacterium strain ErkenSummer_bin-5044,RRE-containing,RiPPs,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAITDR01,CAITDR01 sp903891165",GCA_903891165,NCBI
CAITDR010000334.region001,CAITDR010000334,Uncultured proteobacterium strain ErkenSummer_bin-5044,arylpolyene,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAITDR01,CAITDR01 sp903891165",GCA_903891165,NCBI
CAITDR010000341.region001,CAITDR010000341,Uncultured proteobacterium strain ErkenSummer_bin-5044,terpene,Terpene,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAITDR01,CAITDR01 sp903891165",GCA_903891165,NCBI
CAITDR010000354.region001,CAITDR010000354,Uncultured proteobacterium strain ErkenSummer_bin-5044,terpene,Terpene,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAITDR01,CAITDR01 sp903891165",GCA_903891165,NCBI
CAITDR010000364.region001,CAITDR010000364,Uncultured proteobacterium strain ErkenSummer_bin-5044,lanthipeptide-class-i,RiPPs,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAITDR01,CAITDR01 sp903891165",GCA_903891165,NCBI
CAITDR010000438.region001,CAITDR010000438,Uncultured proteobacterium strain ErkenSummer_bin-5044,RiPP-like,RiPPs,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAITDR01,CAITDR01 sp903891165",GCA_903891165,NCBI
CAITDR010000511.region001,CAITDR010000511,Uncultured proteobacterium strain ErkenSummer_bin-5044,RiPP-like,RiPPs,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAITDR01,CAITDR01 sp903891165",GCA_903891165,NCBI
CAITDR010000540.region001,CAITDR010000540,Uncultured proteobacterium strain ErkenSummer_bin-5044,RiPP-like,RiPPs,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAITDR01,CAITDR01 sp903891165",GCA_903891165,NCBI
CAITDR010000566.region001,CAITDR010000566,Uncultured proteobacterium strain ErkenSummer_bin-5044,T3PKS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAITDR01,CAITDR01 sp903891165",GCA_903891165,NCBI
CAITDR010000710.region001,CAITDR010000710,Uncultured proteobacterium strain ErkenSummer_bin-5044,microviridin,RiPPs,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,CAITDR01,CAITDR01 sp903891165",GCA_903891165,NCBI
CAITGO010000024.region001,CAITGO010000024,Uncultured proteobacterium strain LJ-5-9m_bin-0456,T1PKS,PKSI,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903921785",GCA_903891995,NCBI
CAITGO010000056.region001,CAITGO010000056,Uncultured proteobacterium strain LJ-5-9m_bin-0456,RiPP-like,RiPPs,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903921785",GCA_903891995,NCBI
CAITGO010000079.region001,CAITGO010000079,Uncultured proteobacterium strain LJ-5-9m_bin-0456,T3PKS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903921785",GCA_903891995,NCBI
CAITGO010000081.region001,CAITGO010000081,Uncultured proteobacterium strain LJ-5-9m_bin-0456,terpene,Terpene,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903921785",GCA_903891995,NCBI
CAITGO010000118.region001,CAITGO010000118,Uncultured proteobacterium strain LJ-5-9m_bin-0456,hglE-KS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903921785",GCA_903891995,NCBI
CAITGO010000121.region001,CAITGO010000121,Uncultured proteobacterium strain LJ-5-9m_bin-0456,T3PKS,PKSother,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903921785",GCA_903891995,NCBI
CAITGO010000146.region001,CAITGO010000146,Uncultured proteobacterium strain LJ-5-9m_bin-0456,arylpolyene,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903921785",GCA_903891995,NCBI
CAITGO010000228.region001,CAITGO010000228,Uncultured proteobacterium strain LJ-5-9m_bin-0456,RiPP-like,RiPPs,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903921785",GCA_903891995,NCBI
CAITGO010000293.region001,CAITGO010000293,Uncultured proteobacterium strain LJ-5-9m_bin-0456,T1PKS,PKSI,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903921785",GCA_903891995,NCBI
CAITGO010000310.region001,CAITGO010000310,Uncultured proteobacterium strain LJ-5-9m_bin-0456,arylpolyene,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903921785",GCA_903891995,NCBI
CAITGO010000313.region001,CAITGO010000313,Uncultured proteobacterium strain LJ-5-9m_bin-0456,arylpolyene,Others,Uncultured proteobacterium,"Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,SXON01 sp903921785",GCA_903891995,NCBI
CAITIQ010000060.region001,CAITIQ010000060,Uncultured delta strain ErkenSummer_bin-6818,RiPP-like,RiPPs,Uncultured delta,"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,CAITIQ01,CAITIQ01 sp903892415",GCA_903892415,NCBI
CAITIQ010000133.region001,CAITIQ010000133,Uncultured delta strain ErkenSummer_bin-6818,RiPP-like,RiPPs,Uncultured delta,"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,CAITIQ01,CAITIQ01 sp903892415",GCA_903892415,NCBI
CAITIQ010000166.region001,CAITIQ010000166,Uncultured delta strain ErkenSummer_bin-6818,NRPS-like.T1PKS.NRPS,PKS-NRP_Hybrids,Uncultured delta,"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,CAITIQ01,CAITIQ01 sp903892415",GCA_903892415,NCBI
CAITIQ010000173.region001,CAITIQ010000173,Uncultured delta strain ErkenSummer_bin-6818,RiPP-like,RiPPs,Uncultured delta,"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,CAITIQ01,CAITIQ01 sp903892415",GCA_903892415,NCBI
CAITIQ010000190.region001,CAITIQ010000190,Uncultured delta strain ErkenSummer_bin-6818,RiPP-like,RiPPs,Uncultured delta,"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,CAITIQ01,CAITIQ01 sp903892415",GCA_903892415,NCBI
CAITIQ010000198.region001,CAITIQ010000198,Uncultured delta strain ErkenSummer_bin-6818,arylpolyene,Others,Uncultured delta,"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,CAITIQ01,CAITIQ01 sp903892415",GCA_903892415,NCBI
