BGC,Accession ID,Description,Product Prediction,BiG-SCAPE class,Organism,Taxonomy,genome_id,group
BGC0000271.1,BGC0000271.1,Streptomyces avermitilis spore-pigment biosynthetic gene cluster,T2PKS,PKSother,Streptomyces avermitilis,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000272.1,BGC0000272.1,"Streptomyces collinus putative spore pigment polyketide synthase gene cluster, complete sequence",T2PKS,PKSother,Streptomyces collinus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000273.1,BGC0000273.1,"Streptomyces steffisburgensis cluster for steffimycin biosynthesis, strain NRRL 3193",T2PKS,PKSother,Streptomyces steffisburgensis,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000274.1,BGC0000274.1,"Uncultured bacterium clone AZ60 transcriptional regulator gene, partial cds; hypothetical proteins, L-carnitine dehydratase, isovaleryl-CoA dehydrogenase, cellulose-binding family protein, betaine aldehyde dehydrogenase, methyltransferase, AraC family transcriptional regulator, hydrolase, short-chain dehydrogenase/reductase SDR, putative N-methyltransferase, putative phenazine biosynthesis protein EsmA1, putative phenazine biosynthesis protein EsmH1, phenazine biosynthesis protein PhzD, XRE family transcriptional regulator, hypothetical protein, TamA, 30S ribosomal protein S1, TamB, TamC, TamD, TamE, TamF, TamG, TamH, TamI, TamJ, TamK, TamL, TamM, TamN, TamO, and TamP genes, complete cds; and unknown gene",phenazine.T2PKS,Others,uncultured bacterium,"Bacteria,environmental samples",,MIBIG
BGC0000275.1,BGC0000275.1,Streptomyces glaucescens tcm operon,T2PKS,PKSother,Streptomyces glaucescens,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000277.1,BGC0000277.1,"Streptomyces fradiae strain T#2717 urdamycin biosynthetic gene cluster, partial sequence",oligosaccharide,Saccharides,Streptomyces fradiae,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000278.1,BGC0000278.1,"Streptomyces fradiae strain T#2717 urdamycin biosynthetic gene cluster, partial sequence",,Others,Streptomyces fradiae,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000279.1,BGC0000279.1,"Streptomyces flavogriseus strain SIIA-A02191 xantholipin biosynthetic gene cluster, complete sequence",T2PKS,PKSother,Streptomyces flavogriseus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000280.1,BGC0000280.1,"Pseudomonas fluorescens strain F113 2,4-diacetylphloroglucinol biosynthetic gene cluster, partial sequence",T3PKS,PKSother,Pseudomonas fluorescens,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas",,MIBIG
BGC0000281.1,BGC0000281.1,"Pseudomonas fluorescens strain 2P24 phl 2,4-DAPG gene cluster, complete sequence",T3PKS,PKSother,Pseudomonas fluorescens,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas",,MIBIG
BGC0000282.1,BGC0000282.1,"Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome",T3PKS,PKSother,Streptomyces griseus subsp. griseus NBRC 13350,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000283.1,BGC0000283.1,"Actinomyces sp. Lu 9419 putative nitrite reductase, putative chalcone synthase, putative ATPases, NocH-like protein, NikS-like protein, and TruD-like protein genes, complete cds; cetoniacytone A biosynthetic gene cluster, complete sequence; and hypothetical protein, putative UnbU protein, putative ACP, putative 3-oxoacyl-ACP synthase, putative 3-oxoacyl-ACP reductase, putative 3-oxoacyl-ACP synthase, and hypothetical protein genes, complete cds",ladderane.nucleoside.amglyccycl,Others,Actinomyces sp. Lu 9419,"Bacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces",,MIBIG
BGC0000284.1,BGC0000284.1,"Azotobacter vinelandii DJ, complete genome",T3PKS.hglE-KS,PKSother,Azotobacter vinelandii DJ,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter",,MIBIG
BGC0000285.1,BGC0000285.1,"Saccharopolyspora erythraea red pigment gene cluster, partial sequence",T3PKS,PKSother,Saccharopolyspora erythraea,"Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora",,MIBIG
BGC0000286.1,BGC0000286.1,"Streptomyces sp. KO-3988 viguiepinol [3-hydroxypimara-9(11),15-diene] biosynthetic gene cluster and mevalonate gene cluster, complete cds",T3PKS,PKSother,Streptomyces sp. KO-3988,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000287.1,BGC0000287.1,"Pseudomonas aeruginosa PAO1, complete genome",NRPS,NRPS,Pseudomonas aeruginosa PAO1,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas",,MIBIG
BGC0000288.1,BGC0000288.1,"Streptomyces sp. SANK 62799 DNA, A-503083 biosynthetic gene cluster region, complete cds",NRPS.blactam,Others,Streptomyces sp. SANK 62799,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000289.1,BGC0000289.1,"Actinomadura sp. ATCC 39727 gene cluster for biosynthesis of glycopeptide antibiotic A40926, strain ATCC 39727",T3PKS.NRPS,PKS-NRP_Hybrids,Nonomuraea gerenzanensis,"Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea",,MIBIG
BGC0000290.1,BGC0000290.1,"Streptomyces toyocaensis strain NRRL 15009 biosynthetic gene cluster A47934, complete sequence",T3PKS.NRPS,PKS-NRP_Hybrids,Streptomyces toyocaensis,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000291.1,BGC0000291.1,"Streptomyces fradiae strain NRRL18158 lipopeptide antibiotic A54145 biosynthetic gene cluster, complete sequence",NRPS,NRPS,Streptomyces fradiae,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000292.1,BGC0000292.1,"Aspergillus terreus NIH2624 scaffold_4 genomic scaffold, whole genome shotgun sequence",NRPS,NRPS,Aspergillus terreus NIH2624,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus",,MIBIG
BGC0000293.1,BGC0000293.1,"Neosartorya fischeri NRRL 181 1099437636266 genomic scaffold, whole genome shotgun sequence",indole.NRPS,Others,Aspergillus fischeri NRRL 181,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus",,MIBIG
BGC0000294.1,BGC0000294.1,"Acinetobacter baumannii genes involved in acinetobactin biosynthesis and ferric complex transport, complete cds",NRPS,NRPS,Acinetobacter baumannii,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus/baumannii complex",,MIBIG
BGC0000295.1,BGC0000295.1,"Acinetobacter haemolyticus DNA, acinetoferrin biosynthesis gene cluster and transport genes, strain: ATCC 17906",siderophore,Others,Acinetobacter haemolyticus,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter",,MIBIG
BGC0000296.1,BGC0000296.1,"Streptomyces anulatus actinomycin biosynthetic gene cluster, partial sequence",NRPS,NRPS,Streptomyces anulatus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000297.1,BGC0000297.1,Planktothrix agardhii NIVA-CYA 126 aeruginoside biosynthesis gene cluster,NRPS,NRPS,Planktothrix agardhii NIVA-CYA 126,"Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Microcoleaceae,Planktothrix",,MIBIG
BGC0000298.1,BGC0000298.1,"Microcystis aeruginosa NIES-98 aeruginosin synthetase gene cluster, complete sequence",NRPS,NRPS,Microcystis aeruginosa NIES-98,"Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Microcystaceae,Microcystis",,MIBIG
BGC0000299.1,BGC0000299.1,Alterochromides biosynthetic gene cluster,ladderane.NRPS,Others,.,,,MIBIG
BGC0000300.1,BGC0000300.1,"Streptomyces sp. AA4 genomic scaffold supercont1.1, whole genome shotgun sequence",NRPS,NRPS,Streptomyces sp. AA4,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000301.1,BGC0000301.1,"Planktothrix agardhii NIVA-CYA 126/8 anabaenopeptin biosynthesis gene cluster, complete sequence",NRPS,NRPS,Planktothrix agardhii NIVA-CYA 126/8,"Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Microcoleaceae,Planktothrix",,MIBIG
BGC0000302.1,BGC0000302.1,"Anabaena sp. 90 anabaenopeptin biosynthesis gene cluster, complete sequence",NRPS.betalactone,Others,Anabaena sp. 90,"Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Anabaena",,MIBIG
BGC0000303.1,BGC0000303.1,"Streptomyces refuineus subsp. thermotolerans anthramycin biosynthetic gene cluster, partial sequence",NRPS,NRPS,Streptomyces refuineus subsp. thermotolerans,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000304.1,BGC0000304.1,"Fusarium incarnatum apicidin biosynthetic gene cluster, complete sequence",NRPS,NRPS,Fusarium incarnatum,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium incarnatum-equiseti species complex",,MIBIG
BGC0000305.1,BGC0000305.1,"Pseudomonas sp. MIS38 orf1, arfA, arfB, arfC, orf5, orf6 genes for putative DNA binding protein, arthrofactin synthetase A, arthrofactin synthetase B, arthrofactin synthetase C, putative periplasmic protein, putative ABC transporter protein, complete and partial cds",NRPS,NRPS,Pseudomonas sp. MIS38,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas",,MIBIG
BGC0000306.1,BGC0000306.1,"Streptomyces filamentosus NRRL 11379 supercont4.1, whole genome shotgun sequence",NRPS,NRPS,Streptomyces filamentosus NRRL 11379,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000307.1,BGC0000307.1,"Aureobasidium pullulans strain BP-1938 aureobasidin A1 biosynthesis complex (aba1) gene, complete cds",NRPS,NRPS,Aureobasidium pullulans,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Dothideales,Saccotheciaceae,Aureobasidium",,MIBIG
BGC0000308.1,BGC0000308.1,"Staphylococcus aureus subsp. aureus str. JKD6008, complete genome",NRPS,NRPS,Staphylococcus aureus subsp. aureus str. JKD6008,"Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus",,MIBIG
BGC0000309.1,BGC0000309.1,Bacillus subtilis subsp. subtilis str. 168 complete genome,NRPS,NRPS,Bacillus subtilis subsp. subtilis str. 168,"Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus",,MIBIG
BGC0000310.1,BGC0000310.1,"Bacillus licheniformis bacitracin synthetase operon, complete sequence; BacS (bacS), BcrA (bcrA), BcrB (bcrB), and BcrC (bcrC) genes, complete cds",NRPS,NRPS,Bacillus licheniformis,"Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus",,MIBIG
BGC0000311.1,BGC0000311.1,"Amycolatopsis balhimycina biosynthetic gene cluster for balhimycin, strain DSM 5908",T3PKS.NRPS,PKS-NRP_Hybrids,Amycolatopsis balhimycina DSM 5908,"Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis",,MIBIG
BGC0000312.1,BGC0000312.1,"Beauveria bassiana strain ATCC 7159 bassianolide biosynthetic gene locus, partial sequence",NRPS,NRPS,Beauveria bassiana,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria",,MIBIG
BGC0000313.1,BGC0000313.1,"Beauveria bassiana strain ATCC 7159 beauvericin biosynthetic gene locus, complete sequence",NRPS,NRPS,Beauveria bassiana,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria",,MIBIG
BGC0000314.1,BGC0000314.1,"Pseudoalteromonas piscicida JCM 20779 Ppis_ctg002, whole genome shotgun sequence",ladderane.NRPS,Others,Pseudoalteromonas piscicida JCM 20779,"Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas",,MIBIG
BGC0000315.1,BGC0000315.1,Streptomyces coelicolor A3(2) complete genome,NRPS,NRPS,Streptomyces coelicolor A3(2),"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group",,MIBIG
BGC0000316.1,BGC0000316.1,"Saccharothrix mutabilis subsp. capreolus capreomycin biosynthetic gene cluster, complete sequence",NRPS,NRPS,Saccharothrix mutabilis subsp. capreolus,"Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix",,MIBIG
BGC0000317.1,BGC0000317.1,"Acremonium chrysogenum ATCC 11550 scaffold2, whole genome shotgun sequence",NRPS,NRPS,Acremonium chrysogenum ATCC 11550,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreales incertae sedis,Acremonium",,MIBIG
BGC0000319.1,BGC0000319.1,"Streptomyces clavuligerus ATCC 27064 supercont1.1 genomic scaffold, whole genome shotgun sequence",NRPS,NRPS,Streptomyces clavuligerus ATCC 27064,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000320.1,BGC0000320.1,"Bacillus cereus plasmid pBCE4810 hypothetical protein, CAAX amino terminal protease, and pXO-14-like conserved protein genes, complete cds; cereulide synthetase gene cluster, complete sequence; pXO-11-like hypothetical protein, reverse transcriptase, and pXO1-10-like hypothetical protein genes, complete cds; and pXO1-8-like hypothetical protein gene, partial cds",NRPS,NRPS,Bacillus cereus,"Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group",,MIBIG
BGC0000321.1,BGC0000321.1,"UNVERIFIED: Chaetomium virescens strain ATCC 26417 chaetocin biosynthetic gene cluster, complete sequence",NRPS,NRPS,Collariella virescens,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Collariella",,MIBIG
BGC0000323.1,BGC0000323.1,"Pseudomonas cichorii cichofactin biosynthesis gene cluster, complete sequence",NRPS,NRPS,Pseudomonas cichorii,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas",,MIBIG
BGC0000324.1,BGC0000324.1,Streptomyces coelicolor A3(2) complete genome,NRPS,NRPS,Streptomyces coelicolor A3(2),"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group",,MIBIG
BGC0000325.1,BGC0000325.1,Streptomyces coelicolor A3(2) complete genome,NRPS,NRPS,Streptomyces coelicolor A3(2),"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group",,MIBIG
BGC0000326.1,BGC0000326.1,"Streptomyces lavendulae complestatin biosynthetic gene cluster, complete sequence",NRPS,NRPS,Streptomyces lavendulae,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000327.1,BGC0000327.1,Streptomyces ambofaciens ATCC 23877 right chromosomal arm,NRPS,NRPS,Streptomyces ambofaciens ATCC 23877,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000328.1,BGC0000328.1,"Pseudomonas savastanoi pv. glycinea plasmid p4180A CmaD, CmaE, CmaA, CmaB, CmaC, CmaT, alanyl tRNA synthetase related protein, and CmaU genes, complete cds",NRPS-like,NRPS,Pseudomonas savastanoi pv. glycinea,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas",,MIBIG
BGC0000329.1,BGC0000329.1,"Pseudomonas corrugata strain CFBP 5454 transcriptional activator protein (pcoR), putative membrane protein (rhtB), acyl-homoserine lactone synthase (pcoI), and RfiA (rfiA) genes, complete cds; pcoABC efflux system operon, complete sequence; putative diaminobutyrate-2-oxoglutarate transaminase protein, ABC transporter protein (crpE), and membrane fusion protein (crpD) genes, complete cds; and non ribosomal peptide synthetase (crpC) gene, partial cds",NRPS.hserlactone,Others,Pseudomonas corrugata,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas",,MIBIG
BGC0000330.1,BGC0000330.1,Ralstonia eutropha H16 chromosome 2,NRPS,NRPS,Cupriavidus necator H16,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus",,MIBIG
BGC0000331.1,BGC0000331.1,"Planktothrix agardhii NIVA-CYA 116 cyanopeptin oci gene cluster, complete sequence",NRPS,NRPS,Planktothrix agardhii NIVA-CYA 116,"Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Microcoleaceae,Planktothrix",,MIBIG
BGC0000332.1,BGC0000332.1,"Microcystis sp. NIVA-CYA 172/5 cyanopeptolin synthetase gene cluster, complete sequence",NRPS,NRPS,Microcystis sp. NIVA-CYA 172/5,"Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Microcystaceae,Microcystis",,MIBIG
BGC0000333.1,BGC0000333.1,"Salinispora arenicola CNS-205, complete genome",indole.NRPS.betalactone,Others,Salinispora arenicola CNS-205,"Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora",,MIBIG
BGC0000334.1,BGC0000334.1,"Tolypocladium inflatum NRRL8044 contig105, whole genome shotgun sequence",NRPS,NRPS,Tolypocladium inflatum NRRL8044,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Tolypocladium",,MIBIG
BGC0000335.1,BGC0000335.1,"Cystobacter fuscus strain MCy9118 cystomanamide biosynthesis gene cluster, complete sequence",T1PKS.NRPS,PKS-NRP_Hybrids,Cystobacter fuscus,"Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Cystobacter",,MIBIG
BGC0000336.1,BGC0000336.1,"Streptomyces filamentosus strain NRRL 11379 daptomycin biosynthetic gene cluster, partial sequence",NRPS,NRPS,Streptomyces filamentosus NRRL 11379,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000337.1,BGC0000337.1,"Metarhizium anisopliae ARSEF 23 unplaced genomic scaffold Scf_050, whole genome shotgun sequence",NRPS,NRPS,Metarhizium robertsii ARSEF 23,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,mitosporic Clavicipitaceae,Metarhizium",,MIBIG
BGC0000339.1,BGC0000339.1,"Streptomyces lasaliensis gene cluster(ecm1, ecm2, ecm3, ecm4, ecm5, ecm6, ecm7, ecm8, ecm9, ecm10, ecm11, ecm12, ecm13, ecm14, ecm15, ecm16, ecm17, ecm18), complete cds",NRPS,NRPS,Streptomyces lasaliensis,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000340.1,BGC0000340.1,"Streptomyces sp. LZ35 echosides biosynthetic gene cluster, complete sequence",NRPS-like,NRPS,Streptomyces sp. LZ35,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000341.1,BGC0000341.1,"Streptomyces fungicidicus DXP synthase 2 gene, partial cds; cationic amino acid transporter, transcriptional regulator, glycosyltransferase, fatty acid oxidation complex alpha-subunit, acetyl-CoA acetyltransferase, transcriptional regulator, beta-mannosidase, probable sugar transport system sugar-binding lipoprotein, sugar transport system permease proteins, ribonuclease D, two-component response regulator, uroporphyrinogen decarboxylase, and PAS protein phosphatase 2C-like protein genes, complete cds; peptide antibiotic enduracidin biosynthetic gene cluster, complete sequence; and unknown genes",NRPS,NRPS,Streptomyces fungicidicus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000342.1,BGC0000342.1,Fusarium scirpi esyn1 gene for enniatin synthetase,NRPS,NRPS,Fusarium scirpi,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium incarnatum-equiseti species complex",,MIBIG
BGC0000343.1,BGC0000343.1,"Pseudomonas sp. J465 CysB gene, partial cds; UspA domain-containing protein, 5' nucleotidase, 2-dehydropantoate 2-reducatse, hypothetical protein, PilZ, phospho-2-dehydro-3-deoxyheptonate aldolase, and MFS-family transporter genes, complete cds; ddd gene cluster, complete sequence; NHL repeat-containing protein, benzoate transporter, lysine exporter protein, MarR, GntR, glutathione S-transferase, UvrD/REP helicase, isochorismate synthase, enterobactin synthase subunit E, and isochorismatase genes, complete cds; and enterobactin synthetase component F gene, partial cds",NRPS,NRPS,Pseudomonas sp. J465,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas",,MIBIG
BGC0000344.1,BGC0000344.1,"Pseudomonas entomophila str. L48 chromosome,complete sequence",NRPS,NRPS,Pseudomonas entomophila L48,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas",,MIBIG
BGC0000345.1,BGC0000345.1,"Streptomyces hygroscopicus strain ATCC 53709 transposase gene, complete cds; eponemycin biosynthetic gene cluster, complete sequence; and transposase gene, complete cds",T1PKS.NRPS,PKS-NRP_Hybrids,Streptomyces hygroscopicus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000346.1,BGC0000346.1,"Goodfellowiella coeruleoviolacea strain ATCC 53904 FAD-dependent oxidoreductase gene, complete cds; epoxomicin biosynthetic gene cluster, complete sequence; and MarR-like transcriptional regulator gene, complete cds",T1PKS.NRPS,PKS-NRP_Hybrids,Goodfellowiella coeruleoviolacea,"Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Goodfellowiella",,MIBIG
BGC0000347.1,BGC0000347.1,"Streptococcus equi subsp. equi integrative conjugative element ICESE2, strain 4047",NRPS,NRPS,Streptococcus equi subsp. equi,"Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus",,MIBIG
BGC0000348.1,BGC0000348.1,"Neotyphodium lolii strain Lp19 EAS ergot alkaloid biosynthetic gene cluster, partial sequence",NRPS,NRPS,Epichloe festucae var. lolii,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Epichloe",,MIBIG
BGC0000349.1,BGC0000349.1,Saccharopolyspora erythraea NRRL2338 complete genome,NRPS,NRPS,Saccharopolyspora erythraea NRRL 2338,"Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora",,MIBIG
BGC0000350.1,BGC0000350.1,"Uncultured organism clone ET_Etu_NRPS ET-743 non-ribosomal peptide synthase biosynthetic gene cluster, partial sequence",NRPS,NRPS,uncultured organism,"unclassified sequences,environmental samples",,MIBIG
BGC0000351.1,BGC0000351.1,"Mycobacterium smegmatis exochelin gene cluster, ExiT (exiT) and FxbB (fxbB) genes, complete cds; and FxbC (fxbC) gene, partial cds",NRPS,NRPS,Mycolicibacterium smegmatis,"Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium",,MIBIG
BGC0000352.1,BGC0000352.1,Acinetobacter sp. ADP1 complete genome,NRPS,NRPS,Acinetobacter baylyi ADP1,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter",,MIBIG
BGC0000353.1,BGC0000353.1,"Streptomyces sp. MA6548 FK506 peptide synthetase (fkbP), FK506 oxidase (fkbO), and FK506 polyketide synthase (fkbB) genes, complete cds",T1PKS.NRPS,PKS-NRP_Hybrids,Streptomyces sp. MA6548,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000354.1,BGC0000354.1,Actinoplanes firuliensis friulimicin biosynthetic gene cluster,NRPS,NRPS,Actinoplanes friuliensis,"Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes",,MIBIG
BGC0000355.1,BGC0000355.1,"Aspergillus fumigatus Af293 chromosome 6, whole genome shotgun sequence",NRPS,NRPS,Aspergillus fumigatus Af293,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus",,MIBIG
BGC0000356.1,BGC0000356.1,"Aspergillus fumigatus DNA, fumitremorgin biosynthetic gene cluster (ftmA, ftmC, ftmD, ftmB/ftmPT1, ftmE, ftmF, ftmG, ftmH, ftmI), complete cds",indole.NRPS,Others,Aspergillus fumigatus,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus",,MIBIG
BGC0000357.1,BGC0000357.1,"Penicillium chrysogenum Wisconsin 54-1255 complete genome, contig Pc00c16",NRPS,NRPS,Penicillium rubens Wisconsin 54-1255,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium chrysogenum species complex",,MIBIG
BGC0000359.1,BGC0000359.1,"Thermobifida fusca YX, complete genome",NRPS,NRPS,Thermobifida fusca YX,"Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Thermobifida",,MIBIG
BGC0000360.1,BGC0000360.1,"Streptomyces sp. L-49973 GE81112 biosynthetic gene cluster, strain L-49973",NRPS,NRPS,Streptomyces sp. L-49973,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0000361.1,BGC0000361.1,"Aspergillus fumigatus Af293 chromosome 6 afu1_108, whole genome shotgun sequence",NRPS,NRPS,Aspergillus fumigatus Af293,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus",,MIBIG
BGC0000362.1,BGC0000362.1,"Mycobacterium avium strain 2151 glycopeptidolipid biosynthesis and daunorubicin resistance gene clusters and insertion sequences IS1601, IS1245 and IS1348, complete sequence",NRPS,NRPS,Mycobacterium avium,"Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium complex (MAC)",,MIBIG
