assembly_level,checkm_completeness,checkm_contamination,genome_size,ncbi_bioproject,mimag_quality,source,genome_id,gtdb_taxonomy,total_bgcs,bgcs_on_contig_edge
Contig/Scaffold,NA,2.9,3665599,PRJNA616293,MQ,genbank,GCA_013205435.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__REDH01;f__REDH01;g__CAIWGR01;s__CAIWGR01 sp013205435,5,5
Contig/Scaffold,NA,0.81,3802992,PRJNA482655,HQ,genbank,GCA_013215565.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__SZUA-336;f__SZUA-336;g__JABSQV01;s__JABSQV01 sp013215565,1,0
Contig/Scaffold,NA,0.65,4068513,PRJEB38681,MQ,genbank,GCA_903855945.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__CAIOAK01;s__CAIOAK01 sp903855945,7,7
Contig/Scaffold,NA,2.9,3903238,PRJEB38681,MQ,genbank,GCA_903858055.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__CAIQDA01;s__CAIQDA01 sp903858055,4,4
Contig/Scaffold,NA,1.94,6278494,PRJEB38681,MQ,genbank,GCA_903860385.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__SXRM01;s__SXRM01 sp903883645,3,2
Contig/Scaffold,NA,2.15,5071697,PRJEB38681,MQ,genbank,GCA_903874275.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__CAIOAK01;s__CAIOAK01 sp903874275,6,4
Contig/Scaffold,NA,2.9,7469076,PRJEB38681,MQ,genbank,GCA_903880145.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__CAIUMM01;s__CAIUMM01 sp903875225,13,8
Contig/Scaffold,NA,0.65,6159516,PRJEB38681,MQ,genbank,GCA_903884195.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__SXRM01;s__SXRM01 sp903883645,2,1
Contig/Scaffold,NA,2.38,4281828,PRJEB38681,MQ,genbank,GCA_903888535.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__CAIOAK01;s__CAIOAK01 sp903904005,9,7
Contig/Scaffold,NA,3.25,6698237,PRJEB38681,MQ,genbank,GCA_903900455.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIYBN01;s__CAIYBN01 sp903896545,4,3
Contig/Scaffold,NA,0.65,5301833,PRJEB38681,MQ,genbank,GCA_903955385.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAJBNH01;s__CAJBNH01 sp903955385,2,0
Complete/Chromosome,NA,0,5029329,PRJNA224116,HQ,refseq,GCF_000022145.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__Anaeromyxobacter dehalogenans,7,0
Complete/Chromosome,NA,0.8,10080619,PRJNA224116,HQ,refseq,GCF_000255295.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus coralloides,36,0
Complete/Chromosome,NA,3.87,4350553,PRJNA224116,HQ,refseq,GCF_001263175.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Vulgatibacteraceae;g__Vulgatibacter;s__Vulgatibacter incomptus,4,0
Complete/Chromosome,NA,1.3,8973512,PRJNA224116,HQ,refseq,GCF_002305895.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus macrosporus,24,0
Complete/Chromosome,NA,6.18,14557589,PRJNA224116,MQ,refseq,GCF_002950945.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Sorangium;s__Sorangium cellulosum_E,42,0
Contig/Scaffold,NA,1.3,10447292,PRJNA224116,HQ,refseq,GCF_003668935.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus exiguus,41,27
Contig/Scaffold,NA,1.3,9110392,PRJNA224116,HQ,refseq,GCF_006518205.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus xanthus,24,8
Contig/Scaffold,NA,1.3,9194578,PRJNA224116,HQ,refseq,GCF_007989405.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus virescens,24,9
Contig/Scaffold,NA,0.65,9049083,PRJNA224116,HQ,refseq,GCF_010279825.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus sp010998615,22,11
Contig/Scaffold,NA,1.95,11394166,PRJNA224116,HQ,refseq,GCF_010894455.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus sp010894455,49,18
Contig/Scaffold,NA,3.91,13532887,PRJNA224116,MQ,refseq,GCF_012933655.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus fallax,59,49
Contig/Scaffold,NA,0.7,10537547,PRJNA224116,HQ,refseq,GCF_013155575.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus exiguus,48,45
Contig/Scaffold,NA,1.94,3841399,PRJNA385857,MQ,genbank,GCA_002170485.2,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__MED660;s__MED660 sp002691025,8,6
Contig/Scaffold,NA,2.1,3490701,PRJNA348753,MQ,genbank,GCA_002296975.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__UBA796;g__UBA796;s__UBA796 sp002296975,4,3
Contig/Scaffold,NA,0,6426131,PRJNA391943,MQ,genbank,GCA_002683145.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,15,13
Contig/Scaffold,NA,4.01,4534432,PRJNA391943,MQ,genbank,GCA_002692125.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__TMED88;s__TMED88 sp002171515,12,11
Contig/Scaffold,NA,1.61,4808176,PRJNA391943,MQ,genbank,GCA_002724675.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA9615;f__UBA9615;g__GCA-2724675;s__GCA-2724675 sp002724675,9,7
Contig/Scaffold,NA,2.58,3612751,PRJNA391943,MQ,genbank,GCA_002731825.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__UBA7976;f__UBA1532;g__UBA1532;s__UBA1532 sp002731825,4,1
Contig/Scaffold,NA,1.11,4553976,PRJNA386568,MQ,genbank,GCA_003157315.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1137;s__Fen-1137 sp003157315,12,12
Contig/Scaffold,NA,1.94,5194731,PRJNA386568,MQ,genbank,GCA_003170035.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1137;s__Fen-1137 sp003170035,8,8
Contig/Scaffold,NA,6.45,8174038,PRJNA386568,MQ,genbank,GCA_003170275.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Palsa-1104;g__PALSA-1104;s__PALSA-1104 sp003170275,16,4
Contig/Scaffold,NA,2.82,5764115,PRJNA434545,MQ,genbank,GCA_003565935.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__SKON01;s__SKON01 sp007120035,8,5
Contig/Scaffold,NA,4.85,9118116,PRJNA352798,MQ,genbank,GCA_004213565.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__MED-G138;s__MED-G138 sp004213565,20,17
Contig/Scaffold,NA,0.65,3377971,PRJNA531348,MQ,genbank,GCA_005801425.1,d__Bacteria;p__Myxococcota;c__XYA12-FULL-58-9;o__XYA12-FULL-58-9;f__XYA12-FULL-58-9;g__SYDY01;s__SYDY01 sp005801425,3,2
Contig/Scaffold,NA,1.85,3800242,PRJNA449266,MQ,genbank,GCA_005879305.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp005879535,3,3
Contig/Scaffold,NA,3.87,4370918,PRJNA449266,MQ,genbank,GCA_005879875.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp005879805,4,4
Contig/Scaffold,NA,5.94,10206627,PRJNA427763,MQ,genbank,GCA_006226375.1,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__M3003;s__M3003 sp006226375,14,4
Contig/Scaffold,NA,2.73,7231518,PRJNA427763,MQ,genbank,GCA_006226595.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__M1803;s__M1803 sp006226595,17,4
Contig/Scaffold,NA,3.55,6448123,PRJNA377560,MQ,genbank,GCA_006508105.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__FL481;s__FL481 sp006508105,12,9
Contig/Scaffold,NA,4.52,3778194,PRJNA453733,MQ,genbank,GCA_007130885.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__SLRQ01;f__SLRQ01;g__SLRQ01;s__SLRQ01 sp007130885,3,0
Contig/Scaffold,NA,6.77,5083566,PRJNA522654,MQ,genbank,GCA_012959865.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__JAZXM01;s__JAZXM01 sp012959865,5,5
Contig/Scaffold,NA,2.1,5217959,PRJNA555798,MQ,genbank,GCA_013298325.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JAAFHJ01;s__JAAFHJ01 sp013298325,8,7
Contig/Scaffold,NA,3.39,9805008,PRJNA622594,MQ,genbank,GCA_013368795.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__JABFXX01 sp013368795,8,8
Contig/Scaffold,NA,3.23,5650691,PRJEB38681,MQ,genbank,GCA_903847405.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__DTJE01;f__DTJE01;g__CAIZWN01;s__CAIZWN01 sp903847405,5,5
Contig/Scaffold,NA,0.65,6222418,PRJEB38681,MQ,genbank,GCA_903857975.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__SXRM01;s__SXRM01 sp903883645,3,2
Contig/Scaffold,NA,0.65,5649937,PRJEB38681,MQ,genbank,GCA_903864385.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIMEY01;s__CAIMEY01 sp903840165,4,1
Contig/Scaffold,NA,3.66,5694029,PRJEB38681,MQ,genbank,GCA_903865785.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__CAIUMM01;s__CAIUMM01 sp903900265,12,10
Contig/Scaffold,NA,3.61,6267912,PRJEB38681,MQ,genbank,GCA_903869075.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIYBN01;s__CAIYBN01 sp903869075,4,3
Contig/Scaffold,NA,2.8,7468002,PRJEB38681,MQ,genbank,GCA_903871285.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__SXON01;s__SXON01 sp903921785,10,10
Contig/Scaffold,NA,0.97,6102802,PRJEB38681,MQ,genbank,GCA_903928185.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIYBN01;s__CAIYBN01 sp903929795,2,0
Contig/Scaffold,NA,3.33,7209435,PRJEB38681,MQ,genbank,GCA_903959175.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__CAJBVW01;s__CAJBVW01 sp903959175,7,5
Contig/Scaffold,NA,6.61,12927638,PRJNA224116,MQ,refseq,GCF_001896145.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Archangium;s__Archangium violaceum,46,1
Complete/Chromosome,NA,0,1821632,PRJNA224116,MQ,refseq,GCF_001931505.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Pajaroellobacter;s__Pajaroellobacter abortibovis,2,0
Contig/Scaffold,NA,4,5008384,PRJNA224116,HQ,refseq,GCF_003260125.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__Lujinxingia;s__Lujinxingia litoralis,6,0
Contig/Scaffold,NA,1.95,10351705,PRJNA224116,HQ,refseq,GCF_003611635.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus terminator,47,44
Complete/Chromosome,NA,7.12,14598830,PRJNA224116,MQ,refseq,GCF_004135755.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Sorangium;s__Sorangium cellulosum_D,45,0
Contig/Scaffold,NA,1.62,11618764,PRJNA224116,HQ,refseq,GCF_013372595.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus sp010894455,43,30
Contig/Scaffold,NA,3.25,9217225,PRJNA224116,HQ,refseq,GCF_900111745.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Stigmatella;s__Stigmatella erecta,30,5
Contig/Scaffold,NA,1.29,5638481,PRJNA288027,MQ,genbank,GCA_001768075.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__R267;s__R267 sp001768075,9,5
Contig/Scaffold,NA,1.1,3462135,PRJNA297196,MQ,genbank,GCA_001918155.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp001918155,4,3
Contig/Scaffold,NA,2.84,5001757,PRJNA379904,HQ,genbank,GCA_002085155.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__NIC37A-2;s__NIC37A-2 sp002085155,8,5
Contig/Scaffold,NA,1.94,4558888,PRJNA391943,MQ,genbank,GCA_002691205.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__MED660;s__MED660 sp002691205,13,10
Contig/Scaffold,NA,1.94,3873783,PRJNA391943,MQ,genbank,GCA_002707085.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__UBA796;g__GCA-2707085;s__GCA-2707085 sp002707085,6,4
Contig/Scaffold,NA,3.23,4136798,PRJNA391943,MQ,genbank,GCA_002728755.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA3505;f__UBA3505;g__UBA3505;s__UBA3505 sp002728755,2,0
Contig/Scaffold,NA,3.87,4753779,PRJNA386568,MQ,genbank,GCA_003161975.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1137;s__Fen-1137 sp003158395,5,5
Contig/Scaffold,NA,4.19,10421112,PRJNA385762,MQ,genbank,GCA_003235365.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__SZUA-265;s__SZUA-265 sp003235365,15,10
Contig/Scaffold,NA,3.06,6442527,PRJNA531348,MQ,genbank,GCA_005777185.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__SXNL01;s__SXNL01 sp005777185,6,5
Contig/Scaffold,NA,1.94,3776603,PRJNA449266,MQ,genbank,GCA_005879095.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp005879095,3,3
Contig/Scaffold,NA,3.87,5162731,PRJNA449266,HQ,genbank,GCA_005879535.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp005879535,8,3
Contig/Scaffold,NA,1.61,5021702,PRJNA449266,MQ,genbank,GCA_005879805.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp005879805,5,5
Contig/Scaffold,NA,2.26,4943461,PRJNA521725,HQ,genbank,GCA_009692425.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__SHZF01;s__SHZF01 sp009692425,2,1
Contig/Scaffold,NA,1.94,4568940,PRJNA594844,MQ,genbank,GCA_011389755.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__JAAYKL01;f__JAAYKL01;g__JAABTR01;s__JAABTR01 sp011389755,4,4
Contig/Scaffold,NA,7.78,5501502,PRJNA522654,MQ,genbank,GCA_012960035.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__DUBZ01;s__DUBZ01 sp012960035,3,1
Contig/Scaffold,NA,0.84,4809616,PRJNA557557,MQ,genbank,GCA_013152105.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__UBA796;g__UBA2385;s__UBA2385 sp013152105,2,2
Contig/Scaffold,NA,1.57,4717426,PRJNA613976,MQ,genbank,GCA_014240065.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__JAAZXR01;s__JAAZXR01 sp014240065,7,2
Contig/Scaffold,NA,1.29,5639517,PRJEB38681,MQ,genbank,GCA_903842905.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIYBN01;s__CAIYBN01 sp903929795,2,2
Contig/Scaffold,NA,2.62,8129126,PRJEB38681,HQ,genbank,GCA_903844155.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__CAIUMM01;s__CAIUMM01 sp903844155,15,11
Contig/Scaffold,NA,2.85,3742218,PRJEB38681,MQ,genbank,GCA_903845785.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__REDH01;f__REDH01;g__CAIWGR01;s__CAIWGR01 sp903912275,2,2
Contig/Scaffold,NA,1.61,5811362,PRJEB38681,HQ,genbank,GCA_903861005.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__CAIOSP01;s__CAIOSP01 sp903861005,10,7
Contig/Scaffold,NA,3.36,5955591,PRJEB38681,MQ,genbank,GCA_903876335.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__SXON01;s__SXON01 sp903885375,8,6
Contig/Scaffold,NA,2.58,6806030,PRJEB38681,MQ,genbank,GCA_903881385.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIYBN01;s__CAIYBN01 sp903896545,4,2
Contig/Scaffold,NA,4.41,7051059,PRJEB38681,MQ,genbank,GCA_903891165.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__CAITDR01;s__CAITDR01 sp903891165,15,13
Contig/Scaffold,NA,2.26,4648486,PRJEB38681,MQ,genbank,GCA_903894625.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__CAIQDA01;s__CAIQDA01 sp903870415,4,4
Contig/Scaffold,NA,1.29,5907495,PRJEB38681,MQ,genbank,GCA_903906555.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__SXRM01;s__SXRM01 sp903883645,4,4
Contig/Scaffold,NA,3.36,6018786,PRJEB38681,MQ,genbank,GCA_903919305.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__SXON01;s__SXON01 sp903885375,9,6
Contig/Scaffold,NA,3.55,5820716,PRJEB38681,MQ,genbank,GCA_903924465.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIYBN01;s__CAIYBN01 sp903924465,1,0
Complete/Chromosome,NA,7.13,14782125,PRJNA224116,MQ,refseq,GCF_000418325.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Sorangium;s__Sorangium cellulosum_D,37,0
Contig/Scaffold,NA,0.65,4863754,PRJNA224116,HQ,refseq,GCF_000964525.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__Anaeromyxobacter sp000964525,6,5
Complete/Chromosome,NA,6.42,12489432,PRJNA224116,MQ,refseq,GCF_001027285.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Archangium;s__Archangium gephyra,42,0
Contig/Scaffold,NA,2.95,10263081,PRJNA224116,HQ,refseq,GCF_003612075.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus exiguus,46,40
Contig/Scaffold,NA,0.67,10774824,PRJNA224116,HQ,refseq,GCF_003668955.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus exiguus,42,5
Contig/Scaffold,NA,2.66,10460822,PRJNA224116,HQ,refseq,GCF_006376655.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus exiguus,40,38
Contig/Scaffold,NA,1.45,4539398,PRJNA348753,MQ,genbank,GCA_002298025.1,d__Bacteria;p__Myxococcota;c__UBA727;o__UBA727;f__GCA-2721815;g__GCA-2721815;s__GCA-2721815 sp002721815,8,2
Contig/Scaffold,NA,2.39,7982088,PRJNA348753,MQ,genbank,GCA_002320815.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__UBA1660;s__UBA1660 sp002320815,15,5
Contig/Scaffold,NA,5.05,3533762,PRJNA348753,MQ,genbank,GCA_002377445.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA3505;f__UBA3505;g__UBA3505;s__UBA3505 sp002728755,3,3
Contig/Scaffold,NA,0.67,7647795,PRJNA348753,MQ,genbank,GCA_002408385.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__UBA5297;g__UBA10939;s__UBA10939 sp002408385,10,5
Contig/Scaffold,NA,7.17,10165179,PRJNA348753,MQ,genbank,GCA_002453135.1,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777;s__UBA6777 sp002731275,15,8
Contig/Scaffold,NA,4.89,8297899,PRJNA362739,MQ,genbank,GCA_002789955.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__UBA4248;f__UBA4248;g__UM-FILTER-63-12;s__UM-FILTER-63-12 sp002789955,5,4
Contig/Scaffold,NA,2.74,4888227,PRJNA386568,MQ,genbank,GCA_003136995.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1137;s__Fen-1137 sp003158395,5,5
Contig/Scaffold,NA,1.51,6085170,PRJNA386568,MQ,genbank,GCA_003139415.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Palsa-1150;s__Palsa-1150 sp003139415,15,14
Contig/Scaffold,NA,4.19,5528928,PRJNA386568,MQ,genbank,GCA_003155465.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1137;s__Fen-1137 sp003155465,7,7
Contig/Scaffold,NA,1.94,5834899,PRJNA385762,MQ,genbank,GCA_003247575.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__SZUA-336;f__SZUA-336;g__SZUA-336;s__SZUA-336 sp003247575,11,7
Contig/Scaffold,NA,0.65,3248218,PRJNA417962,MQ,genbank,GCA_003452515.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__UBA9042;s__UBA9042 sp002726535,3,3
Contig/Scaffold,NA,2.16,10602200,PRJNA490141,HQ,genbank,GCA_003612255.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus exiguus,48,45
Contig/Scaffold,NA,1.85,3946204,PRJNA531348,MQ,genbank,GCA_005804815.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__SXOB01;s__SXOB01 sp005776945,11,7
Contig/Scaffold,NA,4.53,5121538,PRJNA449266,MQ,genbank,GCA_005879745.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp005879535,8,3
Contig/Scaffold,NA,2.58,5374481,PRJNA453733,MQ,genbank,GCA_007119175.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__SLJM01;s__SLJM01 sp007119175,8,8
Contig/Scaffold,NA,2.76,4545425,PRJNA453733,MQ,genbank,GCA_007120915.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__SLJM01;s__SLJM01 sp007120915,3,3
Contig/Scaffold,NA,2.9,3889599,PRJNA521725,MQ,genbank,GCA_009692605.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__CAIUMM01;s__CAIUMM01 sp009692605,7,7
Contig/Scaffold,NA,3.92,5529506,PRJNA480137,MQ,genbank,GCA_011367485.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__DRWM01;f__JAAZOP01;g__JAAZOP01;s__JAAZOP01 sp011367485,4,1
Contig/Scaffold,NA,1.61,4074232,PRJNA482655,MQ,genbank,GCA_013215615.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__SMWR01;g__JABSQX01;s__JABSQX01 sp013215615,3,3
Contig/Scaffold,NA,3.06,9811402,PRJNA555798,MQ,genbank,GCA_013298625.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__Ga0077539;s__Ga0077539 sp013298625,12,8
Contig/Scaffold,NA,3.89,7152382,PRJNA601861,MQ,genbank,GCA_013360285.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__JABWCM01;f__JABWCM01;g__JABWCM01;s__JABWCM01 sp013360285,4,3
Contig/Scaffold,NA,5.18,11907758,PRJNA622594,MQ,genbank,GCA_013361525.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__CAITIQ01;s__CAITIQ01 sp013361525,22,6
Contig/Scaffold,NA,1.66,8125082,PRJNA630822,MQ,genbank,GCA_013812655.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__JABFXX01 sp013812655,4,3
Contig/Scaffold,NA,3.55,6552248,PRJNA630822,MQ,genbank,GCA_013812955.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Nannocystis;s__Nannocystis sp013812955,10,9
